,index,db,loc,filename,type,label,set_type,GT
15,15,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0d87e1ea-fa33-4cbf-a23a-7be590fbab10.png,labeled,Small bowel_terminal ileum,Train,3
16,16,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,42529937-06a4-430d-bcc1-d801fd111bff.png,labeled,Small bowel_terminal ileum,Train,3
17,17,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e7fe06e-9691-4020-9d18-3c1c861f57a9.png,labeled,Small bowel_terminal ileum,Train,3
18,18,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0abb72a2-68c1-4f40-8324-046f4c2587bc.png,labeled,Small bowel_terminal ileum,Test,3
19,19,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,2ce6bb9b-cde6-4168-b494-9bb2c32a6ebf.png,labeled,Small bowel_terminal ileum,Train,3
20,20,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,01e01255-7976-4960-885e-c21537a4be78.png,labeled,Small bowel_terminal ileum,Train,3
21,21,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0c1d4e34-220d-4aae-a277-6ce03436f027.png,labeled,Small bowel_terminal ileum,Test,3
22,22,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0fb44054-5454-419c-8f11-1b9e41525620.png,labeled,Small bowel_terminal ileum,Train,3
23,23,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0da671cf-ae1e-4446-8d6a-be976d2b46ed.png,labeled,Small bowel_terminal ileum,Train,3
24,24,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,331bfc77-13f6-4cf9-8f3f-87d7fcbfcce2.png,labeled,Small bowel_terminal ileum,Test,3
25,25,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1946199a-4028-4e04-85ad-95f0c880c89d.png,labeled,Small bowel_terminal ileum,Train,3
26,26,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0cebc63f-f7c4-41a0-8d07-bb4dc7a0c9a4.png,labeled,Small bowel_terminal ileum,Train,3
27,27,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0ad63553-944d-4fe5-9b69-57b4183a9163.png,labeled,Small bowel_terminal ileum,Test,3
28,28,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,3598864b-4a47-40c0-b326-860b57f5324c.png,labeled,Small bowel_terminal ileum,Train,3
29,29,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,83e96932-3d1b-4d29-bf33-85807e1bf231.png,labeled,Small bowel_terminal ileum,Train,3
30,30,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,032512bd-6225-4640-841e-e1abfbd02acd.png,labeled,Small bowel_terminal ileum,Train,3
31,31,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,04f41725-6f51-4cb4-b752-596cb831fb7c.png,labeled,Small bowel_terminal ileum,Train,3
32,32,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0607ebcb-1dca-4cb4-a894-6c0477e15269.png,labeled,Small bowel_terminal ileum,Test,3
33,33,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1c0cb412-ac75-45d9-8c09-a6fd5891778d.png,labeled,Small bowel_terminal ileum,Train,3
34,34,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1d7acde7-97c6-4524-9f2d-15994c201970.png,labeled,Small bowel_terminal ileum,Validation,3
35,35,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0b1522e4-b6a0-423a-8850-51dc5a60d34c.png,labeled,Small bowel_terminal ileum,Train,3
36,36,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0cee5fc1-33a5-4cc0-98a6-ce4eb8b2f233.png,labeled,Small bowel_terminal ileum,Train,3
37,37,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e73c105-1dad-473c-8154-23eeab792f5b.png,labeled,Small bowel_terminal ileum,Train,3
38,38,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,03a2c566-038d-46b8-ae6d-d1b579e6c648.png,labeled,Small bowel_terminal ileum,Validation,3
39,39,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,90854828-75d4-4e17-ab7a-0cf84d39957b.png,labeled,Small bowel_terminal ileum,Train,3
40,40,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,15fbc1ba-5c55-41d1-903b-bb23bc72102e.png,labeled,Small bowel_terminal ileum,Train,3
41,41,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0219d342-1af6-4cd8-8507-512c6c46fdf1.png,labeled,Small bowel_terminal ileum,Train,3
42,42,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e857a0f-3dd0-45cd-a4db-8fb9f26d5a50.png,labeled,Small bowel_terminal ileum,Test,3
43,43,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,07171ebe-1442-44e3-88c3-b976f55bc272.png,labeled,Small bowel_terminal ileum,Train,3
44,44,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,01bbb4d9-d724-410f-b9db-61553ffa1e00.png,labeled,Small bowel_terminal ileum,Train,3
45,45,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1a77f543-44e5-46a0-b43e-789f56a08cda.png,labeled,Small bowel_terminal ileum,Train,3
46,46,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,18a3d645-6ec5-4f42-9cf3-1836edd614d5.png,labeled,Small bowel_terminal ileum,Train,3
47,47,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0c4b8996-9031-4887-a822-7c4564bdc9a5.png,labeled,Small bowel_terminal ileum,Train,3
48,48,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0c615fcd-eab0-4c8c-a517-b67e54f829a6.png,labeled,Small bowel_terminal ileum,Train,3
49,49,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0f3b6026-84a1-4f1b-a337-cb91427757e5.png,labeled,Small bowel_terminal ileum,Validation,3
50,50,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,35c705fa-ed44-4ea8-b2f9-d07ca1dba648.png,labeled,Small bowel_terminal ileum,Train,3
51,51,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,14a7473e-8668-4bd4-abec-25ca07c8ec15.png,labeled,Small bowel_terminal ileum,Validation,3
52,52,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,263ea0b2-b561-41db-9ac0-891f0e6e8e3b.png,labeled,Small bowel_terminal ileum,Train,3
53,53,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0f5bf98f-1ed9-4d2b-b4e8-d09e4ccb7248.png,labeled,Small bowel_terminal ileum,Test,3
54,54,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,06e952ab-9143-47cd-8426-759a3f2517c8.png,labeled,Small bowel_terminal ileum,Train,3
55,55,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1992cda8-fd16-4c96-a5a0-eaba6b8a8ef4.png,labeled,Small bowel_terminal ileum,Train,3
56,56,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0648412e-8977-40f5-a44d-2fd813010f4a.png,labeled,Small bowel_terminal ileum,Train,3
57,57,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,332eda6a-643a-4744-baa4-96ff22b50b9b.png,labeled,Small bowel_terminal ileum,Train,3
58,58,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1dc47383-85a1-4bf7-83ad-45ad91826276.png,labeled,Small bowel_terminal ileum,Test,3
59,59,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,05a51b65-57e8-4a0b-be8d-b28d6b9d723b.png,labeled,Small bowel_terminal ileum,Train,3
60,60,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,58399652-1a04-41c5-9593-1a6cb08f596d.png,labeled,Small bowel_terminal ileum,Train,3
61,61,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0b51de2e-5a81-4a93-84b8-38cf2be202a2.png,labeled,Small bowel_terminal ileum,Test,3
62,62,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e063f1e-e15d-497e-990f-68ab7d31451b.png,labeled,Small bowel_terminal ileum,Train,3
63,63,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1ae62e17-b303-462a-ae0e-6a76169f3630.png,labeled,Small bowel_terminal ileum,Validation,3
64,64,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,120ea496-4f12-48d0-b54f-b8f437cc859e.png,labeled,Small bowel_terminal ileum,Test,3
65,65,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1872ed4d-8b5d-4400-aa17-8467b30d0c96.png,labeled,Small bowel_terminal ileum,Train,3
66,66,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1882b031-2d07-4600-a106-3c5995afe249.png,labeled,Small bowel_terminal ileum,Test,3
67,67,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0dd5b4c7-2682-4c4a-b9fb-006b20c71693.png,labeled,Small bowel_terminal ileum,Test,3
68,68,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,18aeac5e-3034-4f10-88b5-b008f7ad474a.png,labeled,Small bowel_terminal ileum,Test,3
69,69,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,040aaa3a-ed04-415d-83fe-45fc86389ae5.png,labeled,Small bowel_terminal ileum,Train,3
70,70,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e15662b-eebc-44cf-a2e6-cc2533608606.png,labeled,Small bowel_terminal ileum,Train,3
71,71,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,02c80d06-ae00-4935-867f-d13d06cc4339.png,labeled,Small bowel_terminal ileum,Validation,3
72,72,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e75dceb-d4b0-4367-8454-10bf66fe4c20.png,labeled,Small bowel_terminal ileum,Train,3
73,73,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e88fbde-8c0e-4d24-90a5-cf1949d8d0db.png,labeled,Small bowel_terminal ileum,Train,3
74,74,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,05b0058c-4dac-4eba-9d4d-df71c6231dd0.png,labeled,Small bowel_terminal ileum,Test,3
75,75,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,2af93f2b-fd22-4739-9708-c1c2576cea64.png,labeled,Small bowel_terminal ileum,Train,3
76,76,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0be05a91-9b2a-41d1-a0f7-643d2a1b03c2.png,labeled,Small bowel_terminal ileum,Train,3
77,77,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,3b7dd2fc-3106-46e8-89fc-bde1cf92db5e.png,labeled,Small bowel_terminal ileum,Train,3
78,78,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1c36ed63-382f-4f8c-80cd-b56741cb7745.png,labeled,Small bowel_terminal ileum,Validation,3
79,79,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,033b9a40-7e14-4fb2-83d0-56b7d9c444ab.png,labeled,Small bowel_terminal ileum,Validation,3
80,80,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0ed65959-6278-4c83-9c7d-5ac0ab2b9487.png,labeled,Small bowel_terminal ileum,Train,3
81,81,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0bade6e0-8fea-4819-9292-fbb841f0c5a0.png,labeled,Small bowel_terminal ileum,Test,3
82,82,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,003ef0af-3fc5-4b42-b90e-37c2847fb6df.png,labeled,Small bowel_terminal ileum,Validation,3
83,83,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0eacf75c-9f4c-4643-86b2-df9957939e17.png,labeled,Small bowel_terminal ileum,Train,3
84,84,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0fbaea4e-6f36-442e-a107-93f1ea5a604a.png,labeled,Small bowel_terminal ileum,Validation,3
85,85,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,10f7f0cc-e7e1-40bd-8898-3ace1a907e27.png,labeled,Small bowel_terminal ileum,Train,3
86,86,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,078130f5-e4c6-4686-917e-8383aa72c8f1.png,labeled,Small bowel_terminal ileum,Train,3
87,87,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0c0de3a5-1114-4761-8033-9c4df6619ed2.png,labeled,Small bowel_terminal ileum,Test,3
88,88,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0bde6023-fb19-4479-afa4-ffbf85b018ff.png,labeled,Small bowel_terminal ileum,Train,3
89,89,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,02501026-b160-41d6-9c99-a2212546a2fc.png,labeled,Small bowel_terminal ileum,Train,3
90,90,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,04b9b2ee-adb6-4a36-b1b4-5795e26513bc.png,labeled,Small bowel_terminal ileum,Test,3
91,91,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,11e798a0-e813-4998-8864-69942e2e8eb5.png,labeled,Small bowel_terminal ileum,Test,3
92,92,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,020f0a44-9ac9-424c-a427-7fb2d1726dfa.png,labeled,Small bowel_terminal ileum,Validation,3
93,93,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0a2b36a9-1646-4d8b-be03-76ceca58f841.png,labeled,Small bowel_terminal ileum,Train,3
94,94,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1a04f488-232a-4665-a662-b13ca4dbb5fc.png,labeled,Small bowel_terminal ileum,Train,3
95,95,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,06c83060-444e-49c5-815b-76713d40acca.png,labeled,Small bowel_terminal ileum,Train,3
96,96,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1211897a-5c30-42e0-8c8e-2f3006f93ab1.png,labeled,Small bowel_terminal ileum,Train,3
97,97,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,007d0f55-6757-4c8e-8263-a9b0f22a8bef.png,labeled,Small bowel_terminal ileum,Train,3
98,98,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,uAAYG-bY.png,labeled,Small bowel_terminal ileum,Train,3
99,99,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0fe1775a-4fd5-4d37-b628-9bd39ffff67b.png,labeled,Small bowel_terminal ileum,Validation,3
100,100,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0a97bbd2-9d99-45e6-8e48-e839caefb9e2.png,labeled,Small bowel_terminal ileum,Validation,3
101,101,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,173fa03d-452d-4b14-a726-361eab75958a.png,labeled,Small bowel_terminal ileum,Test,3
102,102,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,18533ae0-b75a-4139-ae72-dbfde3d6e91f.png,labeled,Small bowel_terminal ileum,Train,3
103,103,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,18df887c-9952-478f-bb3e-dfe02eba2181.png,labeled,Small bowel_terminal ileum,Train,3
104,104,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,339e072f-2796-494b-95a2-29bdf9090f2f.png,labeled,Small bowel_terminal ileum,Train,3
105,105,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,3b5798f1-b201-4f89-8ce7-37a2962122f5.png,labeled,Small bowel_terminal ileum,Train,3
106,106,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,07eb39b0-6348-4e98-b089-ff85fac722e7.png,labeled,Small bowel_terminal ileum,Train,3
107,107,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,54716700-a521-4555-89bd-760368569820.png,labeled,Small bowel_terminal ileum,Train,3
108,108,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,105c1319-2103-42ff-b811-362b54a91c9b.png,labeled,Small bowel_terminal ileum,Test,3
109,109,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0d2f6278-e0cf-47dc-b96f-8e910ee279ea.png,labeled,Small bowel_terminal ileum,Train,3
110,110,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0cb053e5-a7b9-40ba-9a02-7dce18dcc356.png,labeled,Small bowel_terminal ileum,Test,3
111,111,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,04b29410-ea32-41f8-9dc4-db99d43cf53f.png,labeled,Small bowel_terminal ileum,Validation,3
112,112,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,2a90ed4a-09aa-4055-867a-bfaec88999f3.png,labeled,Small bowel_terminal ileum,Train,3
113,113,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1e211970-a328-4bf3-869b-fd792b90e4db.png,labeled,Small bowel_terminal ileum,Test,3
114,114,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1828c861-b72e-4c37-b3f6-89047b446b62.png,labeled,Small bowel_terminal ileum,Train,3
115,115,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0a2f50d6-042f-45c0-901e-4d6b868d3a79.png,labeled,Small bowel_terminal ileum,Test,3
116,116,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1a405418-05f1-4b98-a3aa-b361b6c43ae9.png,labeled,Small bowel_terminal ileum,Train,3
117,117,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,10c5b799-6956-4ce5-9579-e78aa04e0f4c.png,labeled,Small bowel_terminal ileum,Train,3
118,118,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,03a41b33-2124-4a97-892f-c1d52f3fc112.png,labeled,Small bowel_terminal ileum,Train,3
119,119,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1bdd8e63-c515-48e8-a438-eb467ff9f2fb.png,labeled,Small bowel_terminal ileum,Validation,3
120,120,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,07fd2449-9439-4990-8230-b85251c18e95.png,labeled,Small bowel_terminal ileum,Train,3
121,121,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,7kOGXWAU.png,labeled,Small bowel_terminal ileum,Train,3
122,122,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0f95750d-0ddf-490c-a578-aec1c2ca5a56.png,labeled,Small bowel_terminal ileum,Train,3
123,123,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0b44810b-6650-4964-8aaf-452ba302d2e4.png,labeled,Small bowel_terminal ileum,Train,3
124,124,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1aa093ce-3c9d-4d67-a28a-a002f70f2d6e.png,labeled,Small bowel_terminal ileum,Train,3
125,125,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,18ee8947-25b2-4bea-98b2-c94843f698ee.png,labeled,Small bowel_terminal ileum,Train,3
126,126,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1a904ee8-2ee2-44bb-9afe-80605fcc44f5.png,labeled,Small bowel_terminal ileum,Test,3
127,127,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,028b5f92-958b-4106-bf01-cecb78b8cf12.png,labeled,Small bowel_terminal ileum,Test,3
128,128,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,00291aca-b044-4b82-9a05-89e8779eaae1.png,labeled,Small bowel_terminal ileum,Train,3
129,129,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1dd022cc-ee6e-4e03-a4d4-a108af2e29ef.png,labeled,Small bowel_terminal ileum,Train,3
130,130,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0c6d3393-d76a-489a-98c1-af5593c3643f.png,labeled,Small bowel_terminal ileum,Validation,3
131,131,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,2c08f99e-cdb0-4104-a344-c0642b9654e2.png,labeled,Small bowel_terminal ileum,Train,3
132,132,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,113cf67b-3b2e-4209-acc7-df81e76d344b.png,labeled,Small bowel_terminal ileum,Train,3
133,133,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e8aab1f-494f-47e4-9f3f-cb806a73d034.png,labeled,Small bowel_terminal ileum,Train,3
134,134,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,8db59ea7-27af-43be-89ae-9b5a0a2bac65.png,labeled,Small bowel_terminal ileum,Train,3
135,135,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0f157e29-9456-4500-b30f-45205e3af353.png,labeled,Small bowel_terminal ileum,Train,3
136,136,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0e3cc13e-15ee-4928-b49c-85fcf56a2a2a.png,labeled,Small bowel_terminal ileum,Validation,3
137,137,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,067739a6-d445-47c5-8d5e-3b7503789817.png,labeled,Small bowel_terminal ileum,Train,3
138,138,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0192bd25-7d67-4c4c-a3b8-0b2f9a973c90.png,labeled,Small bowel_terminal ileum,Validation,3
139,139,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1a3e5721-7236-4d4f-b775-4b18890806cc.png,labeled,Small bowel_terminal ileum,Train,3
140,140,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,01b4851c-b568-49a1-bd13-0b930dfd7cbd.png,labeled,Small bowel_terminal ileum,Train,3
141,141,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,21281aaa-ff72-43e3-81f4-5c1ee73f60fc.png,labeled,Small bowel_terminal ileum,Train,3
142,142,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,30606741-f945-4fb0-85c2-8adb01fa632d.png,labeled,Small bowel_terminal ileum,Train,3
143,143,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,11d9e789-6cc8-4dfa-add2-030d71fc36a7.png,labeled,Small bowel_terminal ileum,Test,3
144,144,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,01a102e1-3f88-4b37-9602-0dbd9390be02.png,labeled,Small bowel_terminal ileum,Train,3
145,145,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0cb62acf-ec48-4226-aed9-89113eb75794.png,labeled,Small bowel_terminal ileum,Test,3
146,146,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0465d51d-12ec-4e65-b643-cb38abe4cc5e.png,labeled,Small bowel_terminal ileum,Validation,3
147,147,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0f67776e-ce59-4770-8220-d7b40feaeed1.png,labeled,Small bowel_terminal ileum,Train,3
148,148,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,02c37d5b-741f-47b5-b576-08af09040955.png,labeled,Small bowel_terminal ileum,Train,3
149,149,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0d198566-cca6-4fc1-83d3-2ada85958578.png,labeled,Small bowel_terminal ileum,Train,3
150,150,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,18e38f82-6d5a-45cb-b358-c45ea4cc4f45.png,labeled,Small bowel_terminal ileum,Test,3
151,151,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1e00e36b-95c0-4d69-b26f-e4fb036f2b8c.png,labeled,Small bowel_terminal ileum,Test,3
152,152,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1c47a7f6-5ff9-4f5d-95c9-de4af3ba90dc.png,labeled,Small bowel_terminal ileum,Test,3
153,153,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0abb8303-bd34-42b4-9acd-69974b244bd7.png,labeled,Small bowel_terminal ileum,Train,3
154,154,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,04447576-4c6a-45c3-8f68-b2aa97ee0484.png,labeled,Small bowel_terminal ileum,Train,3
155,155,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0fb31f90-bf11-453c-a885-1cb9cef93f40.png,labeled,Small bowel_terminal ileum,Validation,3
156,156,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1a8c1be2-763a-4ddb-bbf6-51c80302b110.png,labeled,Small bowel_terminal ileum,Validation,3
157,157,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,3c2f7d10-5808-4d4f-95a5-bb635fbcb4b1.png,labeled,Small bowel_terminal ileum,Train,3
158,158,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,0bca5c17-41eb-4021-b2ed-6e87b8742ce5.png,labeled,Small bowel_terminal ileum,Validation,3
159,159,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,2bcf9b22-5431-4a16-a3b3-bf655e5d264f.png,labeled,Small bowel_terminal ileum,Train,3
160,160,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,1fec97cf-b37e-4bd9-9beb-5fdc676bf5c0.png,labeled,Small bowel_terminal ileum,Validation,3
161,161,GastroVision,GastroVision\labeled-images\Small bowel_terminal ileum,14a75aa5-b91a-48ca-b2ce-6acbf4bbb660.png,labeled,Small bowel_terminal ileum,Train,3
