,index,db,loc,filename,type,label,set_type,GT
124,8124,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1a7cc548-abc9-44d0-8834-a4dc65a1d288.png,labeled,cecum,Validation,2
125,8125,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1aa562b5-adbb-46aa-bad6-31801540282c.png,labeled,cecum,Train,2
126,8126,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1abf00ee-2416-4fd0-b115-0df8b00a719e.png,labeled,cecum,Validation,2
127,8127,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1b1d312e-8e5f-4260-8852-0a20307d865f.png,labeled,cecum,Train,2
128,8128,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1bba8a14-fd63-4e7f-9ec9-8a9c05b9d2c3.png,labeled,cecum,Train,2
129,8129,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1bcaff5f-df9a-48bf-98bf-f753ae7fdc48.png,labeled,cecum,Train,2
130,8130,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1c146fcc-e058-4aaf-a8c6-229b439579d7.png,labeled,cecum,Train,2
131,8131,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1caae4b8-0091-473b-9ead-947751991097.png,labeled,cecum,Validation,2
132,8132,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1cb81cbc-0753-4c0b-bc7e-3959302cb8ff.png,labeled,cecum,Validation,2
133,8133,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1ce3f686-ec79-41a0-8179-a6dff614c205.png,labeled,cecum,Train,2
134,8134,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1d776fbb-fe0a-4611-ac21-01fe7d2a6362.png,labeled,cecum,Train,2
135,8135,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1d87524e-d943-4460-9836-90721095d8c8.png,labeled,cecum,Validation,2
136,8136,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1d9b5502-808e-4d23-b739-84a3902c8410.png,labeled,cecum,Validation,2
137,8137,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1da6c35a-0956-4c39-bc78-401eba4a69d3.png,labeled,cecum,Train,2
138,8138,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1dc9574a-12e8-4c3e-ab78-bad322e2fbcf.png,labeled,cecum,Validation,2
139,8139,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1e2dd491-042e-4f17-b8ef-acb2fe0a2104.png,labeled,cecum,Train,2
140,8140,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1ec30d22-4bf1-42f3-b936-0055efea40f2.png,labeled,cecum,Validation,2
141,8141,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1edb1e85-54b4-48bf-a28d-9cf4b90300c1.png,labeled,cecum,Validation,2
142,8142,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1f0b388d-dc9b-44c1-a2ed-b0fd6c792b67.png,labeled,cecum,Validation,2
143,8143,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1f280e42-73c1-430f-a056-7a362b7337d5.png,labeled,cecum,Validation,2
144,8144,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1f402fc7-1195-4ed8-8989-6332af15f2fa.png,labeled,cecum,Train,2
145,8145,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1f44a036-f0e2-4d64-8c91-bed5e3861b4a.png,labeled,cecum,Validation,2
146,8146,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1f907a04-cc92-4de4-b0d9-46252d0ac510.png,labeled,cecum,Train,2
147,8147,hyper-kvasir,hyper-kvasir\labeled-images\lower-gi-tract\anatomical-landmarks\cecum,1f9c0ea7-e959-4637-a91e-174033ea009a.png,labeled,cecum,Train,2
